id результата;Команда;Баллы;Сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Контрольная работа 3
2123;04.03.01 Химия;63.97;1;0.64;0.0;6.32;0.6;0.0;7.66;0.62;0.0;11.99
2124;09.03.02 Информационные системы и технологии;80.7;1;1.0;0.0;15.2;1.0;0.0;14.7;0.62;0.0;16.0
2125;10.03.01 Информационная безопасность;42.9;0;0.64;0.0;9.7;1.0;0.0;9.0;0.12;0.0;6.5
2126;38.03.01 Экономика;62.57;1;1.0;0.0;10.11;1.0;0.0;9.71;0.88;0.0;9.0
2127;38.03.01 Экономика;61.0;1;1.0;0.0;4.99;0.8;0.0;5.0;0.88;0.0;6.0
2128;38.03.01 Экономика;61.0;1;0.82;0.0;3.66;0.8;0.0;12.08;0.75;0.0;7.33
2129;16.03.01 Техническая физика;67.04;1;1.0;0.0;10.82;1.0;0.0;16.72;0.88;0.0;8.0
2130;10.05.01 Компьютерная безопасность;99.55;1;0.82;0.0;11.38;0.8;0.0;13.18;0.88;0.0;6.33
2131;03.03.02 Физика;61.0;1;0.64;0.0;14.0;0.6;0.0;13.0;0.38;0.0;14.5
2132;38.03.01 Экономика;61.0;1;0.82;0.0;3.58;0.4;0.0;15.92;0.75;0.0;9.0
2133;02.03.03 Математическое обеспечение и администрирование информационных систем;73.8;1;0.64;0.0;15.0;0.4;0.0;15.1;0.5;0.0;7.0
2134;02.03.03 Математическое обеспечение и администрирование информационных систем;62.56;1;0.91;0.0;4.16;1.0;0.0;15.0;1.0;0.0;7.4
2135;06.05.01 Биоинженерия и биоинформатика;78.03;1;0.82;0.0;16.21;1.0;0.0;11.16;0.75;0.0;10.66
2136;05.03.06 Экология и природопользование;61.1;1;0.82;0.0;7.5;0.8;0.0;9.3;0.75;0.0;6.7
2137;04.03.01 Химия;2.2;0;0.64;0.0;0.2;0.6;0.0;0.0;0.5;0.0;2.0
2138;09.03.02 Информационные системы и технологии;13.5;0;0.36;0.0;6.5;0.4;0.0;0.0;0.62;0.0;7.0
2139;04.03.01 Химия;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2140;10.03.01 Информационная безопасность;50.48;0;0.64;0.0;14.38;0.8;0.0;13.6;0.38;0.0;8.5
2141;09.03.02 Информационные системы и технологии;91.0;1;0.73;0.0;14.6;0.8;0.0;18.3;0.75;0.0;6.9
2142;02.03.03 Математическое обеспечение и администрирование информационных систем;76.71;1;1.0;0.0;13.11;1.0;0.0;15.1;0.5;0.0;8.0
2143;10.05.01 Компьютерная безопасность;66.06;1;1.0;0.0;6.16;0.6;0.0;14.2;0.75;0.0;7.0
2144;04.03.01 Химия;0.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2145;10.05.03 Информационная безопасность автоматизированных систем;18.0;0;0.73;0.0;0.0;0.8;0.0;0.0;0.12;0.0;0.0
2146;38.03.01 Экономика;38.12;0;0.64;0.0;6.33;0.8;0.0;5.49;0.75;0.0;9.0
2147;09.03.02 Информационные системы и технологии;70.0;1;1.0;0.0;10.9;1.0;0.0;17.1;0.88;0.0;9.5
2148;05.03.06 Экология и природопользование;66.4;1;0.82;0.0;3.7;0.8;0.0;13.8;0.62;0.0;14.3
2149;02.03.03 Математическое обеспечение и администрирование информационных систем;76.09;1;1.0;0.0;7.99;1.0;0.0;12.5;0.88;0.0;9.9
2150;09.03.02 Информационные системы и технологии;84.0;1;0.82;0.0;14.3;1.0;0.0;19.0;0.5;0.0;9.7
2151;10.03.01 Информационная безопасность;70.0;1;0.45;0.0;9.83;0.2;0.0;13.7;0.12;0.0;9.6
2152;09.03.02 Информационные системы и технологии;21.3;0;0.91;0.0;3.0;1.0;0.0;11.4;0.88;0.0;6.9
2153;02.03.03 Математическое обеспечение и администрирование информационных систем;92.3;1;0.91;0.0;12.1;0.8;0.0;17.5;0.88;0.0;17.7
2154;10.05.03 Информационная безопасность автоматизированных систем;76.0;1;1.0;0.0;8.0;0.8;0.0;14.0;0.88;0.0;12.0
2155;10.05.01 Компьютерная безопасность;64.7;1;1.0;0.0;11.3;0.4;0.0;5.8;0.5;0.0;7.7
2156;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2157;02.03.03 Математическое обеспечение и администрирование информационных систем;91.0;1;1.0;0.0;16.0;1.0;0.0;15.0;1.0;0.0;15.5
2158;02.03.03 Математическое обеспечение и администрирование информационных систем;23.6;0;0.82;0.0;0.0;0.6;0.0;6.1;0.5;0.0;3.2
2159;02.03.03 Математическое обеспечение и администрирование информационных систем;27.2;0;1.0;0.0;1.0;0.8;0.0;1.7;0.75;0.0;4.0
2160;06.03.01 Биология;71.9;1;1.0;0.0;11.0;1.0;0.0;13.4;0.75;0.0;13.0
2161;04.03.01 Химия;2.0;0;0.64;0.0;0.0;0.6;0.0;2.0;0.75;0.0;0.0
2162;09.03.02 Информационные системы и технологии;0.0;0;0.18;0.0;0.0;0.8;0.0;0.0;0.62;0.0;0.0
2163;10.05.01 Компьютерная безопасность;15.6;0;0.91;0.0;3.0;0.4;0.0;4.1;0.5;0.0;3.0
2164;09.03.03 Прикладная информатика;4.4;0;0.27;0.0;2.1;0.4;0.0;0.0;0.25;0.0;2.3
2165;06.03.01 Биология;43.9;0;1.0;0.0;10.7;1.0;0.0;12.0;0.75;0.0;9.0
2166;01.03.03 Механика и математическое моделирование;34.6;0;0.64;0.0;4.7;0.6;0.0;11.0;0.75;0.0;9.9
2167;04.03.01 Химия;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2168;01.03.03 Механика и математическое моделирование;76.2;1;0.91;0.0;13.6;1.0;0.0;12.3;0.62;0.0;15.7
2169;38.03.01 Экономика;61.0;1;1.0;0.0;5.82;1.0;0.0;8.66;1.0;0.0;4.67
2170;09.03.03 Прикладная информатика;94.49;1;0.55;0.0;16.5;0.6;0.0;19.0;0.38;0.0;10.99
2171;38.03.01 Экономика;61.0;1;0.64;0.0;10.22;0.2;0.0;11.37;0.38;0.0;8.0
2172;03.03.02 Физика;76.0;1;0.91;0.0;15.7;0.8;0.0;12.5;0.75;0.0;13.3
2173;09.03.02 Информационные системы и технологии;91.1;1;0.82;0.0;17.7;1.0;0.0;17.4;0.75;0.0;19.0
2174;15.03.06 Мехатроника и робототехника;83.0;1;1.0;0.0;17.9;0.4;0.0;14.0;0.62;0.0;13.7
2175;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2176;09.03.02 Информационные системы и технологии;79.0;1;0.64;0.0;18.1;0.8;0.0;19.0;0.75;0.0;9.4
2177;06.05.01 Биоинженерия и биоинформатика;38.07;0;1.0;0.0;6.91;1.0;0.0;3.66;0.88;0.0;1.0
2178;04.03.01 Химия;61.18;1;0.55;0.0;9.46;0.2;0.0;9.23;0.62;0.0;11.99
2179;10.03.01 Информационная безопасность;71.4;1;0.73;0.0;12.7;0.6;0.0;11.2;1.0;0.0;14.7
2180;02.03.03 Математическое обеспечение и администрирование информационных систем;82.7;1;0.91;0.0;17.9;0.6;0.0;14.3;0.38;0.0;12.3
2181;09.03.03 Прикладная информатика;66.2;1;0.91;0.0;11.8;0.2;0.0;16.5;0.38;0.0;14.0
2182;02.03.03 Математическое обеспечение и администрирование информационных систем;80.0;1;0.73;0.0;13.26;0.8;0.0;17.8;0.75;0.0;13.4
2183;10.05.01 Компьютерная безопасность;62.6;1;0.82;0.0;7.7;0.8;0.0;9.6;0.5;0.0;15.5
2184;02.03.03 Математическое обеспечение и администрирование информационных систем;91.0;1;1.0;0.0;14.86;1.0;0.0;15.8;0.88;0.0;19.6
2185;15.03.06 Мехатроника и робототехника;67.1;1;0.91;0.0;10.0;0.6;0.0;7.8;0.38;0.0;14.3
2186;09.03.03 Прикладная информатика;63.3;1;0.73;0.0;0.0;0.4;0.0;13.3;0.38;0.0;16.7
2187;09.03.02 Информационные системы и технологии;40.7;0;0.91;0.0;0.0;0.6;0.0;6.7;0.62;0.0;14.0
2188;06.05.01 Биоинженерия и биоинформатика;46.16;0;0.64;0.0;6.66;0.8;0.0;10.33;0.5;0.0;5.67
2189;10.03.01 Информационная безопасность;36.1;0;1.0;0.0;0.0;0.6;0.0;5.6;0.38;0.0;11.7
2190;10.05.03 Информационная безопасность автоматизированных систем;96.0;1;0.73;0.0;12.1;0.8;0.0;16.0;0.62;0.0;17.0
2191;38.03.01 Экономика;61.0;1;1.0;0.0;6.61;0.8;0.0;8.99;1.0;0.0;9.0
2192;15.03.06 Мехатроника и робототехника;64.5;1;1.0;0.0;12.0;1.0;0.0;11.0;0.75;0.0;10.5
2193;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2194;04.03.01 Химия;61.0;1;0.73;0.0;11.0;0.4;0.0;13.0;0.75;0.0;4.0
2195;04.03.01 Химия;14.0;0;0.82;0.0;6.0;0.8;0.0;4.0;0.38;0.0;0.0
2196;10.03.01 Информационная безопасность;77.4;1;0.64;0.0;13.2;0.6;0.0;16.2;0.75;0.0;8.0
2197;04.03.01 Химия;63.0;1;0.91;0.0;6.51;0.8;0.0;12.83;0.62;0.0;7.66
2198;06.05.01 Биоинженерия и биоинформатика;91.51;1;0.91;0.0;12.98;1.0;0.0;15.53;1.0;0.0;15.0
2199;02.03.03 Математическое обеспечение и администрирование информационных систем;61.0;1;0.91;0.0;16.0;0.6;0.0;12.0;0.38;0.0;10.0
2200;06.05.01 Биоинженерия и биоинформатика;0.0;0;0.91;0.0;0.0;0.8;0.0;0.0;0.38;0.0;0.0
2201;10.05.03 Информационная безопасность автоматизированных систем;61.0;1;1.0;0.0;12.0;0.4;0.0;13.0;0.62;0.0;11.83
2202;02.03.03 Математическое обеспечение и администрирование информационных систем;68.5;1;0.91;0.0;16.0;0.6;0.0;17.0;0.62;0.0;10.5
2203;09.03.02 Информационные системы и технологии;80.0;1;1.0;0.0;14.0;0.8;0.0;17.0;0.62;0.0;14.0
2204;10.05.01 Компьютерная безопасность;78.0;1;0.91;0.0;15.0;0.4;0.0;17.0;0.5;0.0;14.0
2205;10.05.01 Компьютерная безопасность;92.5;1;1.0;0.0;18.0;1.0;0.0;19.0;1.0;0.0;18.0
2206;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2207;09.03.03 Прикладная информатика;71.5;1;1.0;0.0;13.0;0.6;0.0;13.0;0.88;0.0;9.5
2208;01.03.01 Математика;2.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2209;06.03.01 Биология;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2210;02.03.03 Математическое обеспечение и администрирование информационных систем;66.5;1;0.64;0.0;18.3;1.0;0.0;19.2;0.62;0.0;10.0
2211;09.03.03 Прикладная информатика;79.0;1;1.0;0.0;17.0;1.0;0.0;20.0;0.88;0.0;12.5
2212;09.03.02 Информационные системы и технологии;52.0;0;0.64;0.0;6.0;1.0;0.0;8.0;1.0;0.0;7.67
2213;09.03.02 Информационные системы и технологии;35.0;0;0.45;0.0;11.0;1.0;0.0;16.0;0.62;0.0;0.0
2214;02.03.03 Математическое обеспечение и администрирование информационных систем;64.5;1;0.82;0.0;0.0;0.6;0.0;18.0;0.75;0.0;19.5
2215;09.03.02 Информационные системы и технологии;79.5;1;1.0;0.0;20.0;1.0;0.0;19.0;0.88;0.0;12.5
2216;09.03.03 Прикладная информатика;71.0;1;1.0;0.0;14.0;1.0;0.0;17.0;0.75;0.0;5.5
2217;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2218;10.03.01 Информационная безопасность;15.0;0;0.91;0.0;9.0;0.6;0.0;0.0;0.25;0.0;0.0
2219;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2220;01.03.03 Механика и математическое моделирование;81.5;1;0.91;0.0;14.0;0.8;0.0;18.0;0.75;0.0;15.0
2221;09.03.02 Информационные системы и технологии;61.0;1;0.55;0.0;10.0;0.4;0.0;14.0;0.25;0.0;3.5
2222;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2223;03.03.02 Физика;76.0;1;0.82;0.0;7.3;0.8;0.0;8.7;0.75;0.0;18.3
2224;09.03.02 Информационные системы и технологии;71.0;1;1.0;0.0;14.0;1.0;0.0;16.0;0.62;0.0;15.0
2225;10.05.03 Информационная безопасность автоматизированных систем;76.0;1;1.0;0.0;14.0;1.0;0.0;15.0;1.0;0.0;11.5
2226;10.05.03 Информационная безопасность автоматизированных систем;46.0;0;0.91;0.0;16.0;1.0;0.0;13.0;0.88;0.0;0.0
2227;15.03.06 Мехатроника и робототехника;61.0;1;0.91;0.0;16.0;0.8;0.0;16.0;0.25;0.0;1.0
2228;10.03.01 Информационная безопасность;18.0;0;0.09;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.0
2229;03.03.02 Физика;61.0;1;0.91;0.0;10.2;0.4;0.0;9.8;0.88;0.0;11.8
2230;44.03.05 Педагогическое образование (с двумя профилями подготовки);66.7;1;1.0;0.0;12.5;0.8;0.0;13.3;1.0;0.0;10.7
2231;10.05.03 Информационная безопасность автоматизированных систем;71.0;1;0.91;0.0;16.0;0.4;0.0;20.0;0.75;0.0;7.5
2232;04.03.01 Химия;76.1;1;1.0;0.0;13.0;1.0;0.0;14.7;1.0;0.0;15.7
2233;06.05.01 Биоинженерия и биоинформатика;91.0;1;1.0;0.0;15.0;1.0;0.0;10.7;0.88;0.0;16.1
2234;44.03.05 Педагогическое образование (с двумя профилями подготовки);12.8;0;1.0;0.0;5.8;0.6;0.0;3.0;0.38;0.0;0.0
2235;04.03.01 Химия;76.0;1;1.0;0.0;11.0;0.8;0.0;14.5;0.88;0.0;9.7
2236;09.03.03 Прикладная информатика;76.0;1;1.0;0.0;9.0;0.8;0.0;14.0;0.88;0.0;15.0
2237;10.05.01 Компьютерная безопасность;61.0;1;1.0;0.0;14.0;1.0;0.0;0.0;0.75;0.0;12.5
2238;09.03.02 Информационные системы и технологии;61.0;1;0.91;0.0;13.0;1.0;0.0;13.0;0.62;0.0;9.0
2239;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2240;09.03.03 Прикладная информатика;78.8;1;0.73;0.0;17.3;1.0;0.0;16.2;1.0;0.0;10.5
2241;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2242;15.03.06 Мехатроника и робототехника;85.0;1;0.82;0.0;9.26;0.8;0.0;16.5;0.88;0.0;17.9
2243;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2244;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2245;09.03.02 Информационные системы и технологии;78.5;1;1.0;0.0;11.0;0.6;0.0;17.0;0.62;0.0;11.0
2246;10.03.01 Информационная безопасность;36.0;0;0.45;0.0;0.0;0.4;0.0;10.0;0.5;0.0;0.0
2247;01.03.03 Механика и математическое моделирование;62.61;1;0.73;0.0;3.83;0.8;0.0;9.45;0.88;0.0;13.33
2248;09.03.02 Информационные системы и технологии;61.19;1;0.64;0.0;0.0;0.4;0.0;9.55;0.25;0.0;13.66
2249;02.03.03 Математическое обеспечение и администрирование информационных систем;77.61;1;0.91;0.0;11.67;0.8;0.0;12.43;0.75;0.0;10.33
2250;09.03.02 Информационные системы и технологии;66.99;1;1.0;0.0;9.83;1.0;0.0;13.33;0.88;0.0;12.65
2251;10.05.01 Компьютерная безопасность;91.0;1;0.91;0.0;14.88;0.4;0.0;16.9;0.75;0.0;9.0
2252;09.03.02 Информационные системы и технологии;35.09;0;0.82;0.0;9.67;0.8;0.0;5.1;0.38;0.0;1.66
2253;10.05.01 Компьютерная безопасность;78.5;1;0.91;0.0;17.7;0.8;0.0;16.8;0.75;0.0;17.0
2254;04.03.01 Химия;78.56;1;0.91;0.0;12.49;0.8;0.0;14.7;0.88;0.0;9.67
2255;01.03.03 Механика и математическое моделирование;65.26;1;0.91;0.0;10.0;0.8;0.0;11.62;0.5;0.0;12.16
2256;10.03.01 Информационная безопасность;80.53;1;0.91;0.0;13.25;0.8;0.0;17.33;0.75;0.0;13.49
2257;09.03.02 Информационные системы и технологии;76.87;1;0.82;0.0;8.66;1.0;0.0;10.55;0.75;0.0;13.66
2258;38.03.01 Экономика;37.8;0;0.82;0.0;2.4;0.4;0.0;6.33;0.62;0.0;5.67
2259;03.03.02 Физика;63.2;1;0.82;0.0;17.0;0.0;0.0;15.0;0.25;0.0;0.0
2260;04.03.01 Химия;77.42;1;1.0;0.0;10.88;1.0;0.0;14.55;0.88;0.0;13.99
2261;10.03.01 Информационная безопасность;75.0;1;0.64;0.0;12.21;0.4;0.0;16.1;0.38;0.0;8.7
2262;09.03.03 Прикладная информатика;92.38;1;1.0;0.0;15.43;1.0;0.0;15.72;1.0;0.0;9.33
2263;09.03.02 Информационные системы и технологии;62.0;1;0.55;0.0;16.05;0.4;0.0;17.9;0.62;0.0;0.0
2264;02.03.03 Математическое обеспечение и администрирование информационных систем;92.71;1;1.0;0.0;15.63;1.0;0.0;13.67;0.88;0.0;17.33
2265;02.03.03 Математическое обеспечение и администрирование информационных систем;84.05;1;1.0;0.0;14.43;1.0;0.0;14.55;0.75;0.0;15.67
2266;03.03.02 Физика;9.0;0;0.45;0.0;5.0;0.2;0.0;0.0;0.0;0.0;0.0
2267;05.03.06 Экология и природопользование;4.4;0;0.27;0.0;1.7;0.2;0.0;2.7;0.25;0.0;0.0
2268;44.03.05 Педагогическое образование (с двумя профилями подготовки);65.1;1;1.0;0.0;7.5;0.6;0.0;13.5;1.0;0.0;11.0
2269;44.03.05 Педагогическое образование (с двумя профилями подготовки);4.2;0;0.64;0.0;2.0;0.2;0.0;0.0;0.25;0.0;0.0
2270;38.03.01 Экономика;39.03;0;0.82;0.0;2.0;0.8;0.0;10.0;0.75;0.0;7.33
2271;10.03.01 Информационная безопасность;71.0;1;0.82;0.0;11.08;1.0;0.0;17.3;0.75;0.0;10.0
2272;10.03.01 Информационная безопасность;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2273;16.03.01 Техническая физика;76.5;1;0.82;0.0;13.92;0.8;0.0;14.92;0.75;0.0;11.66
2274;40.03.01 Юриспруденция;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;1.0
2275;04.03.01 Химия;61.0;1;0.64;0.0;8.3;0.6;0.0;12.8;0.88;0.0;13.0
2276;04.03.01 Химия;8.0;0;0.09;0.0;2.0;0.4;0.0;0.0;0.12;0.0;0.0
2277;09.03.03 Прикладная информатика;61.01;1;1.0;0.0;14.72;1.0;0.0;18.33;0.88;0.0;8.34
2278;16.03.01 Техническая физика;79.47;1;0.91;0.0;14.6;1.0;0.0;14.7;0.88;0.0;17.3
2279;09.03.02 Информационные системы и технологии;94.08;1;1.0;0.0;17.83;1.0;0.0;17.88;0.88;0.0;14.67
2280;15.03.06 Мехатроника и робототехника;61.31;1;1.0;0.0;7.58;1.0;0.0;11.45;1.0;0.0;6.66
2281;38.03.01 Экономика;77.97;1;0.82;0.0;15.21;0.8;0.0;13.56;0.75;0.0;18.0
2282;03.03.02 Физика;46.99;0;0.64;0.0;8.83;0.8;0.0;16.33;0.38;0.0;9.83
2283;04.03.01 Химия;76.98;1;1.0;0.0;7.83;1.0;0.0;7.66;1.0;0.0;10.99
2284;02.03.03 Математическое обеспечение и администрирование информационных систем;78.51;1;1.0;0.0;11.35;1.0;0.0;16.12;0.75;0.0;15.66
2285;10.03.01 Информационная безопасность;76.78;1;1.0;0.0;5.5;1.0;0.0;9.78;1.0;0.0;12.5
2286;16.03.01 Техническая физика;76.0;1;0.73;0.0;10.5;0.4;0.0;13.8;0.75;0.0;20.0
2287;04.03.01 Химия;81.18;1;1.0;0.0;14.39;1.0;0.0;15.79;0.88;0.0;18.0
2288;16.03.01 Техническая физика;20.8;0;0.45;0.0;6.6;0.4;0.0;0.0;0.0;0.0;0.0
2289;04.03.01 Химия;76.0;1;1.0;0.0;7.89;0.8;0.0;17.75;0.62;0.0;17.5
2290;10.05.03 Информационная безопасность автоматизированных систем;61.3;1;1.0;0.0;6.57;1.0;0.0;13.25;1.0;0.0;10.49
2291;09.03.02 Информационные системы и технологии;49.37;0;0.82;0.0;10.12;0.8;0.0;8.33;0.38;0.0;6.66
2292;02.03.03 Математическое обеспечение и администрирование информационных систем;86.4;1;0.73;0.0;15.54;0.6;0.0;18.34;0.38;0.0;12.66
2293;44.03.05 Педагогическое образование (с двумя профилями подготовки);49.3;0;1.0;0.0;9.0;0.8;0.0;8.5;1.0;0.0;9.0
2294;10.03.01 Информационная безопасность;80.76;1;0.91;0.0;14.42;0.8;0.0;18.03;0.75;0.0;13.99
2295;16.03.01 Техническая физика;34.6;0;0.45;0.0;7.4;0.6;0.0;12.7;0.38;0.0;0.0
2296;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2297;09.03.02 Информационные системы и технологии;76.41;1;0.73;0.0;9.55;0.6;0.0;15.5;0.75;0.0;13.66
2298;44.03.05 Педагогическое образование (с двумя профилями подготовки);61.0;1;1.0;0.0;8.5;1.0;0.0;4.5;1.0;0.0;6.0
2299;01.03.01 Математика;12.79;0;0.82;0.0;6.97;0.8;0.0;0.0;0.12;0.0;2.0
2300;15.03.06 Мехатроника и робототехника;35.61;0;0.45;0.0;1.45;0.4;0.0;3.62;0.25;0.0;5.66
2301;16.03.01 Техническая физика;76.47;1;0.91;0.0;11.28;0.4;0.0;14.66;0.5;0.0;15.83
2302;04.03.01 Химия;61.13;1;0.91;0.0;6.55;0.6;0.0;15.59;0.62;0.0;12.99
2303;09.03.02 Информационные системы и технологии;20.52;0;1.0;0.0;5.67;1.0;0.0;0.0;0.5;0.0;2.99
2304;02.03.03 Математическое обеспечение и администрирование информационных систем;78.0;1;1.0;0.0;8.46;1.0;0.0;14.4;0.88;0.0;14.7
2305;09.03.02 Информационные системы и технологии;64.67;1;0.73;0.0;10.67;0.2;0.0;13.78;0.25;0.0;12.5
2306;40.03.01 Юриспруденция;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2307;09.03.02 Информационные системы и технологии;67.16;1;0.55;0.0;11.95;0.6;0.0;12.0;0.25;0.0;11.99
2308;09.03.02 Информационные системы и технологии;67.01;1;1.0;0.0;6.33;0.8;0.0;14.55;0.62;0.0;19.83
2309;10.03.01 Информационная безопасность;83.22;1;0.64;0.0;8.75;0.8;0.0;7.33;0.75;0.0;18.0
2310;02.03.03 Математическое обеспечение и администрирование информационных систем;82.54;1;0.91;0.0;8.75;0.8;0.0;10.0;0.88;0.0;14.49
2311;06.03.01 Биология;61.7;1;0.82;0.0;9.2;0.8;0.0;11.7;0.5;0.0;9.0
2312;10.03.01 Информационная безопасность;44.0;0;0.73;0.0;0.0;0.8;0.0;7.0;0.62;0.0;0.0
2313;10.05.03 Информационная безопасность автоматизированных систем;84.15;1;0.91;0.0;8.67;0.8;0.0;7.0;0.75;0.0;18.33
2314;03.03.02 Физика;65.45;1;0.73;0.0;3.67;0.4;0.0;9.78;0.62;0.0;11.0
2315;02.03.03 Математическое обеспечение и администрирование информационных систем;70.63;1;0.82;0.0;8.6;1.0;0.0;8.0;0.88;0.0;18.17
2316;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2317;38.03.01 Экономика;76.34;1;0.73;0.0;14.0;0.4;0.0;17.0;0.88;0.0;15.34
2318;10.05.01 Компьютерная безопасность;62.0;1;1.0;0.0;7.42;1.0;0.0;16.42;0.62;0.0;13.56
2319;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2320;04.03.01 Химия;83.18;1;1.0;0.0;9.67;1.0;0.0;17.68;0.88;0.0;18.33
2321;02.03.03 Математическое обеспечение и администрирование информационных систем;76.0;1;0.73;0.0;6.25;0.8;0.0;9.5;0.62;0.0;0.0
2322;09.03.02 Информационные системы и технологии;2.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2323;02.03.03 Математическое обеспечение и администрирование информационных систем;80.0;1;1.0;0.0;13.38;1.0;0.0;16.5;0.75;0.0;9.0
2324;10.05.03 Информационная безопасность автоматизированных систем;64.83;1;0.91;0.0;5.27;0.8;0.0;10.0;0.75;0.0;16.67
2325;09.03.02 Информационные системы и технологии;70.7;1;0.91;0.0;7.67;0.6;0.0;9.0;0.5;0.0;13.66
2326;09.03.03 Прикладная информатика;85.76;1;0.91;0.0;7.33;1.0;0.0;10.0;0.88;0.0;20.0
2327;04.03.01 Химия;63.23;1;0.91;0.0;9.74;0.8;0.0;6.66;0.75;0.0;6.33
2328;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2329;15.03.06 Мехатроника и робототехника;76.03;1;0.82;0.0;6.75;0.6;0.0;10.0;0.62;0.0;15.34
2330;01.03.03 Механика и математическое моделирование;76.0;1;0.82;0.0;6.0;1.0;0.0;8.33;0.88;0.0;16.66
2331;16.03.01 Техническая физика;29.4;0;0.18;0.0;7.8;0.6;0.0;12.1;0.25;0.0;0.0
2332;10.05.01 Компьютерная безопасность;76.39;1;0.91;0.0;10.0;1.0;0.0;6.0;0.88;0.0;13.99
2333;01.03.03 Механика и математическое моделирование;76.01;1;1.0;0.0;6.16;1.0;0.0;9.33;0.88;0.0;13.0
2334;09.03.02 Информационные системы и технологии;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2335;09.03.02 Информационные системы и технологии;95.41;1;0.91;0.0;8.33;0.6;0.0;10.0;0.75;0.0;19.33
2336;09.03.03 Прикладная информатика;61.0;1;0.91;0.0;0.0;0.8;0.0;6.0;0.75;0.0;8.0
2337;02.03.03 Математическое обеспечение и администрирование информационных систем;13.0;0;0.91;0.0;0.0;0.2;0.0;0.0;0.38;0.0;0.0
2338;09.03.03 Прикладная информатика;77.29;1;0.91;0.0;8.42;0.8;0.0;10.0;0.62;0.0;14.51
2339;04.03.01 Химия;61.7;1;0.64;0.0;13.0;0.8;0.0;16.0;0.25;0.0;8.5
2340;03.03.02 Физика;61.0;1;1.0;0.0;9.42;1.0;0.0;12.42;0.5;0.0;11.33
2341;02.03.03 Математическое обеспечение и администрирование информационных систем;67.68;1;0.73;0.0;6.0;0.8;0.0;6.67;0.5;0.0;15.46
2342;04.03.01 Химия;70.0;1;0.73;0.0;12.2;0.8;0.0;14.2;0.62;0.0;15.3
2343;04.03.01 Химия;72.0;1;0.91;0.0;8.8;1.0;0.0;17.8;0.75;0.0;12.7
2344;09.03.02 Информационные системы и технологии;17.17;0;0.64;0.0;0.0;0.8;0.0;0.0;0.38;0.0;0.0
2345;09.03.03 Прикладная информатика;92.0;1;0.73;0.0;12.58;0.8;0.0;17.0;1.0;0.0;17.0
2346;10.03.01 Информационная безопасность;81.0;1;0.82;0.0;14.07;0.6;0.0;17.4;0.88;0.0;7.7
